[run number],max-accel,initial-tips,waiting-cost,traffic-flow-from-south,switch-probability,signal-NS?,speed-limit,traffic-flow-from-east,cool-down,traffic-flow-from-west,time-window,random-switch?,traffic-flow-from-north,max-brake,[step],average-speed,average-wait,average-drive,pass-car
59,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,7,2.786471857,13.63829787,4.265957447,94
59,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,8,2.795098275,13.18556701,4.257731959,97
59,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,9,2.82328766,13.24242424,4.151515152,99
59,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,10,2.869936253,12.71,4.21,100
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,1,3.189728265,13.89285714,3.952380952,84
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,2,3.04216337,9.78125,4.0625,96
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,3,2.998322516,10.20952381,4.180952381,105
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,4,2.68801027,14.30612245,4.142857143,98
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,5,2.86891055,11.57894737,4.147368421,95
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,6,2.850811729,12.17525773,4.195876289,97
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,7,2.803401068,11.47368421,4.273684211,95
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,8,2.751050878,10.5106383,4.414893617,94
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,9,2.900642342,12.46666667,4.122222222,90
60,3,100,1,10,25,TRUE,5,25,45,25,180,FALSE,10,3,10,2.592940078,12.29411765,4.352941176,85
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.688223947,16.10227273,3.625,88
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.066131166,13.91891892,3.959459459,74
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,2.733437383,19.875,4.166666667,72
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.232365036,14.87341772,3.911392405,79
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,2.759309876,17.93055556,4.111111111,72
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,3.06545471,16.61445783,3.963855422,83
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,2.981329209,15.75308642,4.098765432,81
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.032675158,14.09090909,4.147727273,88
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.355452602,11.67368421,3.768421053,95
61,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,3.369239332,11.48863636,3.840909091,88
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.70917239,15.56521739,3.619565217,92
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.077277632,13.76136364,4.170454545,88
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,3.064490558,15.37333333,3.946666667,75
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.371480017,12.02409639,3.771084337,83
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.082967717,15.7972973,3.932432432,74
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,2.823187737,19.90123457,4.148148148,81
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,3.090811717,13.69230769,3.876923077,65
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.486451427,10,3.755555556,90
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.131962887,13.44565217,3.989130435,92
62,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,3.107080337,15,3.967741935,93
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.660041228,17.2125,3.6625,80
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.024506491,14.55172414,4.011494253,87
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,2.930964559,15.7875,4.2,80
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.079701055,15.18918919,4,74
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.104281388,14.68831169,4.090909091,77
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,2.967217651,16.77922078,4.194805195,77
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,3.110504988,15.32467532,3.961038961,77
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.277421668,12.26315789,3.881578947,76
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.037774905,15.82278481,4.17721519,79
63,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,3.27058978,10.38888889,3.966666667,90
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.771064035,19.01086957,3.565217391,92
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.109126849,12.69318182,4.011363636,88
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,3.015735273,10.92207792,4.181818182,77
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.208044961,11.31506849,3.917808219,73
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.007589542,14.02564103,3.987179487,78
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,3.126977909,14.65822785,3.911392405,79
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,2.948314301,14.79166667,4.055555556,72
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.099513374,13.76744186,4.046511628,86
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.137201318,14.2,3.92,75
64,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,3.064538297,12.6627907,4.093023256,86
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.652916095,14.78205128,3.576923077,78
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.326742484,11.51724138,3.873563218,87
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,3.194759909,13.24390244,3.87804878,82
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.166365254,12.84269663,3.91011236,89
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.051867817,13.27848101,4.101265823,79
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,2.997485737,13.92592593,4.172839506,81
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,2.938501282,18.28358209,3.865671642,67
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.15581047,14.09638554,4.048192771,83
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.042934154,15.6375,4.05,80
65,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,3.043044387,14.46341463,3.963414634,82
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.675326555,13.87951807,3.65060241,83
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,2.633109343,19.31428571,4.128571429,70
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,3.383601418,12.59793814,3.804123711,97
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.150713633,13.90625,3.979166667,96
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.353325897,10.41489362,3.893617021,94
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,3.154452997,15.25490196,4.068627451,102
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,3.334665232,11.23255814,3.906976744,86
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.233096171,12.59405941,3.881188119,101
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.277859891,15.02197802,3.835164835,91
66,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,3.352031154,10.6,3.821052632,95
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.583162341,20.28571429,3.614285714,70
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.082839358,14.10465116,4.011627907,86
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,3.087386844,14.19512195,4.024390244,82
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,2.903663577,17.68965517,3.879310345,58
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,2.891022404,16.05,4.1625,80
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,3.157976052,13.6627907,3.813953488,86
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,2.994247618,15.15068493,4.082191781,73
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,2.930196929,17.10588235,4.211764706,85
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.07350307,13.57471264,4.057471264,87
67,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,2.971554735,14.19480519,4.194805195,77
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.862056329,10.51162791,3.604651163,86
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,2.899807871,16.82352941,4.176470588,68
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,3.056213522,13.29113924,3.987341772,79
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.115669423,13.14285714,3.974025974,77
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.138640112,13.88461538,3.961538462,78
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,2.972500491,15.25925926,4.061728395,81
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,3.112693118,12.69512195,3.87804878,82
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.170613292,14.48235294,4.023529412,85
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,2.919271541,17.36585366,3.963414634,82
68,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,2.940096173,15.65853659,4.195121951,82
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.73461558,16.11627907,3.604651163,86
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,3.0068645,15.63095238,3.988095238,84
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,2.980697677,16.765625,3.875,64
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.106729809,15.1,4.025,80
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.071878557,15.10126582,4.012658228,79
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,2.915717499,18.47560976,4.097560976,82
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,2.892534633,16.13846154,4.092307692,65
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,3.165601964,14.50537634,3.989247312,93
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.162595078,13.12698413,3.936507937,63
69,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,2.899249484,15.36708861,4.164556962,79
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,1,3.847617581,8.784946237,3.569892473,93
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,2,2.942107602,12.87356322,4.229885057,87
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,3,2.947643498,14.40963855,4.253012048,83
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,4,3.042476983,15.61904762,3.976190476,84
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,5,3.038631219,14.57317073,4.073170732,82
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,6,2.972181566,15.24657534,4.054794521,73
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,7,2.817364564,18.140625,4.0625,64
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,8,2.977052232,17.71428571,4.085714286,70
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,9,3.312832838,11.42666667,3.893333333,75
70,3,100,1,10,25,TRUE,5,25,60,25,180,TRUE,10,3,10,2.922683305,16.84722222,4.111111111,72
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.724911895,15.09677419,3.64516129,93
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.267072743,11.47524752,3.940594059,101
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,2.999009472,15.14457831,3.927710843,83
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.418025564,9.901098901,3.835164835,91
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.177126851,12.12643678,4,87
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.190217125,13.79166667,4.083333333,96
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,3.1066021,12.22077922,3.935064935,77
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.338246519,11.70652174,3.869565217,92
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.191656686,12.12820513,4.051282051,78
71,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.491373463,11.15151515,3.757575758,99
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.806977111,12.62921348,3.516853933,89
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.484113182,9.666666667,3.823529412,102
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,2.932917961,13.94871795,4.128205128,78
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.348459502,11.80851064,3.914893617,94
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.260369316,10.6625,3.9125,80
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.208420516,12.24731183,4.043010753,93
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,3.104693154,14.26136364,3.943181818,88
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.189791313,12.86458333,4.020833333,96
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.117525807,14.47887324,3.816901408,71
72,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.216910426,12.07058824,3.894117647,85
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.66344174,19.74358974,3.564102564,78
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.379838201,10.56989247,4.010752688,93
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,3.314141471,12.07142857,3.785714286,70
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.277771654,11.73958333,4,96
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.129084025,12.74683544,4.050632911,79
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.308272358,10.61797753,4.033707865,89
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,2.996672149,13.10588235,4.094117647,85
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.318144944,11.52,3.85,100
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.242021924,11.68604651,3.930232558,86
73,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.384439494,10.68269231,3.903846154,104
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.655230402,17.39506173,3.679012346,81
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.312700588,11.10227273,3.840909091,88
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,3.008617829,12.44303797,4.113924051,79
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.237227686,11.47252747,3.879120879,91
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.026948857,13.47945205,3.97260274,73
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.319892693,12.24731183,3.913978495,93
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,2.781826971,16.31944444,4.138888889,72
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.392158708,10.30357143,3.883928571,112
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.022926459,14.61904762,3.904761905,63
74,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.421652013,9.891566265,3.927710843,83
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.73239493,14.20652174,3.619565217,92
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.132425485,15.26136364,3.897727273,88
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,2.870395042,10.38271605,4.481481481,81
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.320047808,11.31914894,3.79787234,94
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.138850431,13.96923077,3.953846154,65
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.135580117,13.5862069,3.942528736,87
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,2.978571318,15.71604938,4.024691358,81
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.471728569,10.86458333,3.84375,96
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,2.927021483,15.27848101,4.050632911,79
75,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.268509552,12.05681818,3.965909091,88
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.730493909,14.30337079,3.606741573,89
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.325002736,9.303370787,3.97752809,89
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,2.682967603,20.37878788,4.166666667,66
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.152195152,13.9893617,4.063829787,94
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,2.851459679,16.78571429,4,70
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.319108089,11.24137931,3.781609195,87
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,3.053109762,12.87878788,3.984848485,66
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.462195993,10.1509434,3.79245283,106
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.029924481,15.16,3.933333333,75
76,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.509131845,9.227722772,3.702970297,101
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.667315365,15.54761905,3.630952381,84
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.23876483,11.82954545,3.988636364,88
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,2.956538517,15.16883117,4.090909091,77
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.438603226,10.125,3.864583333,96
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.039715627,13.37142857,4.157142857,70
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.337170648,10.57692308,3.894230769,104
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,3.135808398,12.14666667,4.146666667,75
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.027008862,14.44578313,4.036144578,83
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.090717087,13.12195122,3.926829268,82
77,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.219635435,11.6746988,3.963855422,83
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.75285007,13.07317073,3.573170732,82
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.489161144,9.77173913,3.858695652,92
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,3.025624833,11.94936709,4.126582278,79
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.339716996,10.80612245,3.836734694,98
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,3.111781549,14.19444444,3.833333333,72
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.318564186,11.51515152,3.909090909,99
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,3.085431728,13.48148148,3.938271605,81
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.234932438,11.39784946,3.88172043,93
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.201219447,12.78021978,3.879120879,91
78,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.452765837,10,3.923809524,105
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.701830077,16.02325581,3.697674419,86
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,2.967095144,16.96428571,3.928571429,84
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,3.009638643,12.72151899,4.227848101,79
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.353523267,9.71559633,4.100917431,109
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,2.931094817,14.52857143,4.128571429,70
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.215491542,13.51086957,3.847826087,92
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,2.975216522,15.73611111,3.944444444,72
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.148760634,13.98,3.93,100
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,2.982392659,15.34666667,4.146666667,75
79,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.347098976,11.61165049,3.932038835,103
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,1,3.931700355,10.54545455,3.522727273,88
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,2,3.438681369,9.694444444,3.824074074,108
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,3,3.150059811,12.37804878,3.987804878,82
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,4,3.161511441,12.65686275,4.137254902,102
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,5,2.98596389,12.93670886,4.151898734,79
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,6,3.171772764,13.73563218,4.011494253,87
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,7,3.037276021,15.52054795,4.04109589,73
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,8,3.202853393,13.6547619,3.880952381,84
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,9,3.028586406,16.3968254,3.793650794,63
80,3,100,1,10,25,TRUE,5,25,60,25,180,FALSE,10,3,10,3.077064172,13.71428571,3.934065934,91
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,1,2.826250628,5.17699115,4.318584071,113
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,2,2.736693747,5.5546875,4.421875,128
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,3,2.895265604,4.718518519,4.362962963,135
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,4,3.162723493,3.609090909,4.109090909,110
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,5,2.872184542,4.416666667,4.409090909,132
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,6,2.929574794,4.663636364,4.254545455,110
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,7,2.795103378,4.632478632,4.478632479,117
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,8,3.074506235,3.867647059,4.235294118,136
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,9,2.730066203,5,4.52,125
81,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,10,2.814479433,4.571428571,4.421052632,133
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,1,3.037292655,4.420634921,4.317460317,126
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,2,2.685577856,5.302325581,4.604651163,129
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,3,2.770483449,5.007936508,4.420634921,126
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,4,2.841438196,4.831775701,4.308411215,107
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,5,2.722375152,5.077669903,4.398058252,103
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,6,2.67985991,4.944,4.736,125
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,7,2.780050945,4.604651163,4.496124031,129
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,8,2.767622806,4.549618321,4.534351145,131
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,9,2.926052764,4.047619048,4.396825397,126
82,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,10,2.961379045,4.25,4.443548387,124
83,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,1,2.864584239,5.015625,4.359375,128
83,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,2,2.836088273,4.62601626,4.520325203,123
83,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,3,2.763072432,4.828571429,4.466666667,105
83,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,4,2.773207371,4.982758621,4.439655172,116
83,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,5,3.069426697,4.072072072,4.099099099,111
83,3,100,1,10,50,TRUE,5,25,15,25,180,TRUE,10,3,6,2.807916191,5.142857143,4.349206349,126
