y
1.051437764
0.354074185
1.226588442
0.638977405
0.475954873
1.78675409
0.715117819
1.280100763
0.706481404
0.836556188
1.136614187
0.937298583
0.754445778
0.166983317
0.699349078
0.895482517
0.361438134
0.449783381
0.413175222
1.133665472
0.386429841
0.763324691
0.696790887
0.71596859
0.450551246
1.08156397
1.051794884
0.996481174
0.897641358
0.752518281
1.129889159
1.040799707
1.437209423
0.840688578
0.604809232
0.917868288
0.888437436
0.948466117
1.286175483
0.704635091
0.8979215
0.862040778
0.88952206
1.069927052
1.15964834
0.972506695
0.393208915
0.421900403
0.644835381
0.682451771
0.594243979
0.898961852
0.25605481
0.856004792
0.830269972
1.223888871
0.708437773
1.282039182
0.234641944
0.407311116
0.913891774
0.697901264
1.078753503
0.970900724
0.640763057
0.95676954
0.969723661
0.675518984
1.239964797
0.601268622
0.998422147
1.024318913
0.88475364
1.155048912
1.069659516
0.69701457
0.367314541
0.549397573
0.626657151
0.592004831
1.034460095
0.475382012
0.48570487
1.00143533
1.042071213
1.696545166
0.516315573
0.948726482
0.484043847
0.440230753
0.595163663
1.032814765
1.041134829
0.857344842
0.546310623
0.664271671
0.484990808
1.035455279
0.442529271
0.972089782
1.306041965
0.974540036
0.960812855
1.226674118
0.874322668
0.805954307
0.999063546
0.580694615
0.775857014
1.645536706
0.61696221
1.127885934
0.960453881
1.429211262
0.706157705
1.410185932
0.70645091
1.282788112
0.969751544
0.297631253
0.772261407
1.081905512
0.660214842
0.793427582
0.588728712
1.126645142
0.225141135
1.012668382
1.207222671
0.905167808
1.038356354
0.886106265
0.861639811
0.896897651
0.947954357
1.265647459
1.161341204
1.086817008
0.360992426
0.706579277
0.659724701
1.066745391
1.65704271
0.624587382
1.524309085
1.224263226
1.262927774
0.975927205
0.943562716
0.160812689
1.065769389
1.070770733
0.192145062
0.794136478
1.18549657
0.150691127
1.148344987
0.976427994
0.533816222
0.994210082
1.456377085
0.859692243
1.728211637
0.820308656
1.704504101
1.088632524
0.97015463
0.415136454
0.83348581
0.681139883
1.468454888
0.725782917
0.586145874
0.484286621
1.698801149
1.549413527
0.592218069
0.640585472
0.897479553
0.627075243
1.492437026
1.059051678
0.324827732
1.258017667
0.808126748
1.330375069
0.924601858
0.976300714
1.212419492
0.606004768
1.49888537
0.985742227
0.678604221
1.104647764
1.230043625
0.808166707
0.616450029
0.549086797
1.861945389
1.468305009
0.964018399
0.537265827
0.279797233
1.033024814
1.083140441
0.896594335
0.365852038
1.115509334
1.403137081
0.310979652
0.540916255
1.085656332
0.658846928
1.089017189
0.921610158
1.004582346
0.478798352
0.71449933
0.599885378
1.482668449
0.881689202
1.293532682
1.168199834
1.40658293
0.471332951
1.220151072
1.407201158
0.886430095
0.642502808
1.279512435
1.131056498
0.89965836
1.165147906
1.057351232
0.475578437
0.865302641
1.193215218
